chris_evans,[0.0, 12.5, 2.5]
hayley_atwell,[20.0, 3.75, 0.0]
sebastian_stan,[0.0, 0.0, 0.0]
tommy_lee_jones,[0.0, 0.0, 0.0]

Time to process/sec, 35.20303297042847
Frames analysed: 80/240
