channing_tatum,[7.5, 62.5, 40.625]
jonah_hill,[17.5, 37.5, 28.125]
brie_larson,[1.25, 0.0, 0.0]
dave_franco,[0.0, 0.0, 0.0]

Time to process/sec, 48.09372520446777
Frames analysed: 96/288
