chris_evans,[21.25, 17.5, 0.0, 1.25, 10.0, 52.5, 73.75, 17.5, 18.75, 55.208333333333336]
hayley_atwell,[0.0, 0.0, 26.25, 46.25, 30.0, 42.5, 17.5, 0.0, 76.25, 34.375]
sebastian_stan,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
tommy_lee_jones,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

Time to process/sec, 141.86269426345825
Frames analysed: 96/288
