chris_evans,[0.0, 10.0, 1.25]
hayley_atwell,[25.0, 1.25, 0.0]
sebastian_stan,[0.0, 0.0, 0.0]
tommy_lee_jones,[0.0, 0.0, 0.0]

Time to process/sec, 40.054134130477905
Frames analysed: 80/240
