channing_tatum,[5.0, 5.0, 1.25, 1.25, 0.0, 11.538461538461538]
jonah_hill,[3.75, 1.25, 0.0, 0.0, 2.5, 9.615384615384617]
brie_larson,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
dave_franco,[0.0, 8.75, 3.75, 1.25, 0.0, 4.807692307692308]

Time to process/sec, 86.76508021354675
Frames analysed: 104/312
