channing_tatum,[3.75, 32.5, 30.208333333333332]
jonah_hill,[7.5, 37.5, 26.041666666666668]
brie_larson,[0.0, 0.0, 0.0]
dave_franco,[0.0, 0.0, 0.0]

Time to process/sec, 40.92156171798706
Frames analysed: 96/288
